"X","ï..OID_","sit_d","trns_","date","crw_n","year","pnt_n","crd_q","wtr__","bttm_","sbst_","org__","unvg_","ttl__","stn__","dtrt_","varbl","Hyd__","Phrgmts_st","Phrgmts__1","Typh_n","Typh_g","Typh_l","Typ__","typh_","st_nm","conty","crw_c","obsrv","qa_dn","qr_fl","berng","wdth_md","wdth_mr","wdth_s","cmmnt","NEAR_FID","NEAR_DIST","MeanFetch","SD_Fetch","MeanREI","SD_REI","UTM_X","UTM_Y","EFB_cover","typ_cover","hyd_bin"
1171,1170,1917,1,"7/11/2019","CMU",2019,6,"Confirmed",53,"NV","Cly/Slt",22,15,85,60,70,"percent_cover",45,0,0,0,45,0,0,45,"Mouillee Marsh","Monroe","J. Micheaux","M. Kendziorski",1,0,139,0,119,155,"Transect 1: Very thick Phrag rack (80cm); Salix sp. shading; no WM, Transect 2: No WM or Emergent, Transect 3: No WM",278,271.514596788,0,0,0,0,814648.276104535,4661248.85285539,0.45,0.45,1
1172,1171,1917,1,"7/11/2019","CMU",2019,7,"Confirmed",37,"NV","Cly/Slt",23,20,80,65,85,"percent_cover",55,0,0,0,27,0,0,27,"Mouillee Marsh","Monroe","J. Micheaux","M. Kendziorski",1,0,139,0,119,155,"Transect 1: Very thick Phrag rack (80cm); Salix sp. shading; no WM, Transect 2: No WM or Emergent, Transect 3: No WM",278,267.335779965,0,0,0,0,814666.729566537,4661246.1131701,0.55,0.27,1
1173,1172,1917,1,"7/11/2019","CMU",2019,8,"Confirmed",50,"NV","Cly/Slt",20,0,100,35,95,"percent_cover",85,15,0,0,17,0,0,17,"Mouillee Marsh","Monroe","J. Micheaux","M. Kendziorski",1,0,139,0,119,155,"Transect 1: Very thick Phrag rack (80cm); Salix sp. shading; no WM, Transect 2: No WM or Emergent, Transect 3: No WM",278,258.897227486,0,0,0,0,814685.844068807,4661237.83919697,0.85,0.17,1
1174,1173,1917,1,"7/11/2019","CMU",2019,9,"Confirmed",77,"NV","Cly/Slt",41,0,100,10,100,"percent_cover",100,0,0,0,30,0,0,30,"Mouillee Marsh","Monroe","J. Micheaux","M. Kendziorski",1,0,139,0,119,155,"Transect 1: Very thick Phrag rack (80cm); Salix sp. shading; no WM, Transect 2: No WM or Emergent, Transect 3: No WM",278,257.479231024,0,0,0,0,814704.540994125,4661235.22171479,1,0.3,1
1175,1174,1917,1,"7/11/2019","CMU",2019,10,"Confirmed",70,"NV","Cly/Slt",31,0,100,10,75,"percent_cover",2,100,0,0,0,0,0,0,"Mouillee Marsh","Monroe","J. Micheaux","M. Kendziorski",1,0,139,0,119,155,"Transect 1: Very thick Phrag rack (80cm); Salix sp. shading; no WM, Transect 2: No WM or Emergent, Transect 3: No WM",278,241.819160691,0,0,0,0,814722.863580317,4661216.78656026,0.02,0,1
1176,1175,1917,2,"7/11/2019","CMU",2019,11,"Confirmed",131,"V","Cly/Slt",23,58,42,0,100,"percent_cover",1,0,0,0,0,0,0,0,"Mouillee Marsh","Monroe","J. Micheaux","M. Kendziorski",1,0,139,0,0,70,"Transect 1: Very thick Phrag rack (80cm); Salix sp. shading; no WM, Transect 2: No WM or Emergent, Transect 3: No WM",61,205.571971265,0,0,0,0,813253.389050961,4656340.57578181,0.01,0,1
1177,1176,1917,2,"7/11/2019","CMU",2019,12,"Confirmed",120,"NV","Cly/Slt",7,0,100,1,100,"percent_cover",80,0,0,0,0,0,0,0,"Mouillee Marsh","Monroe","J. Micheaux","M. Kendziorski",1,0,139,0,0,70,"Transect 1: Very thick Phrag rack (80cm); Salix sp. shading; no WM, Transect 2: No WM or Emergent, Transect 3: No WM",61,212.456467504,0,0,0,0,813262.231782812,4656332.06516908,0.8,0,1
1178,1177,1917,3,"7/11/2019","CMU",2019,6,"Confirmed",120,"V","Cly/Slt",11,0,100,1,100,"percent_cover",5,0.5,0,0,0,0,0,0,"Mouillee Marsh","Monroe","J. Micheaux","M. Kendziorski",1,0,66,0,112,51,"Transect 1: Very thick Phrag rack (80cm); Salix sp. shading; no WM, Transect 2: No WM or Emergent, Transect 3: No WM",61,914.772758955,0,0,0,0,813560.053452336,4657055.49459937,0.05,0,1
1179,1178,1917,3,"7/11/2019","CMU",2019,7,"Confirmed",145,"NV","Cly/Slt",15,53,47,37,100,"percent_cover",0,15,0,0,0,0,0,0,"Mouillee Marsh","Monroe","J. Micheaux","M. Kendziorski",1,0,66,0,112,51,"Transect 1: Very thick Phrag rack (80cm); Salix sp. shading; no WM, Transect 2: No WM or Emergent, Transect 3: No WM",61,930.672983874,0,0,0,0,813578.254649268,4657062.42060057,0,0,0
1180,1179,1917,3,"7/11/2019","CMU",2019,8,"Confirmed",126,"NV","Cly/Slt",11,84,16,25,100,"percent_cover",0,5,0,0,0,0,0,0,"Mouillee Marsh","Monroe","J. Micheaux","M. Kendziorski",1,0,66,0,112,51,"Transect 1: Very thick Phrag rack (80cm); Salix sp. shading; no WM, Transect 2: No WM or Emergent, Transect 3: No WM",61,948.120837523,0,0,0,0,813593.979114705,4657072.79767618,0,0,0
1181,1180,1917,3,"7/11/2019","CMU",2019,9,"Confirmed",130,"V","Cly/Slt",21,28,72,30,100,"percent_cover",0,25,0,0,0,0,0,0,"Mouillee Marsh","Monroe","J. Micheaux","M. Kendziorski",1,0,66,0,112,51,"Transect 1: Very thick Phrag rack (80cm); Salix sp. shading; no WM, Transect 2: No WM or Emergent, Transect 3: No WM",61,965.654998346,0,0,0,0,813609.016283153,4657083.70071239,0,0,0
1182,1181,1917,3,"7/11/2019","CMU",2019,10,"Confirmed",145,"V","Cly/Slt",26,20,80,20,100,"percent_cover",0,30,0,0,0,0,0,0,"Mouillee Marsh","Monroe","J. Micheaux","M. Kendziorski",1,0,66,0,112,51,"Transect 1: Very thick Phrag rack (80cm); Salix sp. shading; no WM, Transect 2: No WM or Emergent, Transect 3: No WM",61,985.027702034,0,0,0,0,813625.066280343,4657096.09518668,0,0,0
1183,1182,1917,3,"7/11/2019","CMU",2019,11,"Confirmed",148,"V","Cly/Slt",17,0,100,1,100,"percent_cover",0,0.5,0,0,0,0,0,0,"Mouillee Marsh","Monroe","J. Micheaux","M. Kendziorski",1,0,66,0,112,51,"Transect 1: Very thick Phrag rack (80cm); Salix sp. shading; no WM, Transect 2: No WM or Emergent, Transect 3: No WM",61,1009.62746275,0,0,0,0,813644.252415489,4657112.63442553,0,0,0
1184,1183,1917,3,"7/11/2019","CMU",2019,12,"Confirmed",151,"V","Cly/Slt",15,70,30,1,100,"percent_cover",0,0.5,0,0,0,0,0,0,"Mouillee Marsh","Monroe","J. Micheaux","M. Kendziorski",1,0,66,0,112,51,"Transect 1: Very thick Phrag rack (80cm); Salix sp. shading; no WM, Transect 2: No WM or Emergent, Transect 3: No WM",61,1016.92718707,0,0,0,0,813651.213636901,4657116.6147699,0,0,0
1185,1184,1917,3,"7/11/2019","CMU",2019,14,"Confirmed",144,"NV","Cly/Slt",46,0,100,0,100,"percent_cover",0,0.5,0,0,0,0,0,0,"Mouillee Marsh","Monroe","J. Micheaux","M. Kendziorski",1,0,66,0,112,51,"Transect 1: Very thick Phrag rack (80cm); Salix sp. shading; no WM, Transect 2: No WM or Emergent, Transect 3: No WM",61,1034.72523686,0,0,0,0,813666.328539828,4657127.63266177,0,0,0
1278,1277,421,1,"7/9/2019","CMU",2019,1,"Confirmed",0,"Dry","Cly/Slt",0,60,40,0.5,85,"percent_cover",0,0.5,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,308,11,86,126,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2665.60777222,47.810256958,18.5084,340.5559998,24.3108006,817103.213386611,4667016.07430977,0,0,0
1279,1278,421,1,"7/9/2019","CMU",2019,5,"Confirmed",24,"V","Cly/Slt",3,22,78,5,100,"percent_cover",0,75,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,308,11,86,126,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2671.35745677,47.810256958,18.5084,340.5559998,24.3108006,817110.737856156,4667014.63185543,0,0,0
1280,1279,421,1,"7/9/2019","CMU",2019,6,"Confirmed",76,"NV","Cly/Slt",6,2,98,3,100,"percent_cover",95,15,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,308,11,86,126,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2675.65662255,7102.34619141,2664.2299805,42270.3007813,5040.6000977,817121.727039701,4667004.33136552,0.95,0,1
1281,1280,421,1,"7/9/2019","CMU",2019,7,"Confirmed",76,"NV","Cly/Slt",6,5,95,6,100,"percent_cover",93,14,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,308,11,86,126,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2678.9981705,7102.34619141,2664.2299805,42270.3007813,5040.6000977,817131.738600523,4666993.65312709,0.93,0,1
1282,1281,421,1,"7/9/2019","CMU",2019,8,"Confirmed",75,"NV","Cly/Slt",12,45,55,2,100,"percent_cover",54,0.5,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,308,11,86,126,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2680.44491548,7102.34619141,2664.2299805,42270.3007813,5040.6000977,817141.135451048,4666980.05399563,0.54,0,1
1283,1282,421,1,"7/9/2019","CMU",2019,9,"Confirmed",79,"NV","Cly/Slt",10,68,32,1,100,"percent_cover",29,1,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,308,11,86,126,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2689.93044323,7102.34619141,2664.2299805,42270.3007813,5040.6000977,817155.77511292,4666973.36724792,0.29,0,1
1284,1283,421,1,"7/9/2019","CMU",2019,10,"Confirmed",73,"V","Cly/Slt",7,35,65,5,100,"percent_cover",0.5,65,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,308,11,86,126,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2696.41360399,7102.34619141,2664.2299805,42270.3007813,5040.6000977,817166.935621512,4666966.63548274,0.005,0,1
1290,1289,421,2,"7/9/2019","CMU",2019,6,"Confirmed",59,"NV","Cly/Slt",6,5,95,7,100,"percent_cover",0,95,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,312,0,99,118,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2516.79306433,149.266342163,59.3420982,1006.210022,39.9664001,817022.637252515,4666855.77270313,0,0,0
1291,1290,421,2,"7/9/2019","CMU",2019,7,"Confirmed",84,"NV","Cly/Slt",4,8,92,12,100,"percent_cover",8.5,45,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,312,0,99,118,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2522.76847434,160.569396973,63.5028,1065.6700439,47.0681992,817034.955017976,4666845.42045696,0.085,0,1
1292,1291,421,2,"7/9/2019","CMU",2019,8,"Confirmed",95,"V","Cly/Slt",4,8,92,15,100,"percent_cover",70,80,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,312,0,99,118,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2530.41803629,160.569396973,63.5028,1065.6700439,47.0681992,817048.283341457,4666836.5602569,0.7,0,1
1293,1292,421,2,"7/9/2019","CMU",2019,9,"Confirmed",104,"V","Cly/Slt",4,30,70,2,100,"percent_cover",68,0,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,312,0,99,118,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2536.65347637,1022.40447998,388.026001,5902.2299805,415.4849854,817060.137695289,4666827.30003543,0.68,0,1
1294,1293,421,2,"7/9/2019","CMU",2019,10,"Confirmed",95,"V","Cly/Slt",10,0,100,5,100,"percent_cover",33,98,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,312,0,99,118,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2545.99960207,1022.40447998,388.026001,5902.2299805,415.4849854,817074.661999688,4666819.49511666,0.33,0,1
1300,1299,421,3,"7/8/2019","CMU",2019,6,"Confirmed",44,"NV","Sand",2,10,90,25,100,"percent_cover",0,80,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,72,0,56,41,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2782.5464082,5935.92285156,2223.0400391,35671.6992188,4358.1801758,817196.087395646,4667088.90711868,0,0,0
1301,1300,421,3,"7/8/2019","CMU",2019,7,"Confirmed",76,"NV","Sand",4,73,27,7,90,"percent_cover",8,4,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,72,0,56,41,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2773.19645981,6190.41601563,2320.4199219,37089.3984375,4439.5,817187.025527861,4667085.82917765,0.08,0,1
1302,1301,421,3,"7/8/2019","CMU",2019,8,"Confirmed",76,"NV","Cly/Slt",10,67,33,10,98,"percent_cover",27,1,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,72,0,56,41,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2765.30307331,6190.41601563,2320.4199219,37089.3984375,4439.5,817180.783157678,4667080.8748975,0.27,0,1
1303,1302,421,3,"7/8/2019","CMU",2019,9,"Confirmed",84,"NV","Cly/Slt",6,66,34,100,25,"percent_cover",30,5,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,72,0,56,41,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2755.30144075,6190.41601563,2320.4199219,37089.3984375,4439.5,817171.693448988,4667076.57164322,0.3,0,1
1304,1303,421,3,"7/8/2019","CMU",2019,10,"Confirmed",90,"NV","Cly/Slt",35,25,75,35,95,"percent_cover",0,75,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,72,0,56,41,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2743.71069636,47.810256958,18.5084,340.5559998,24.3108006,817160.603536714,4667072.5123685,0,0,0
1305,1304,421,3,"7/8/2019","CMU",2019,11,"Confirmed",112,"V","Cly/Slt",5,72,28,0,75,"percent_cover",5,0.5,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,72,0,56,41,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2728.27855263,47.810256958,18.5084,340.5559998,24.3108006,817149.42935292,4667061.10482745,0.05,0,1
1306,1305,421,3,"7/8/2019","CMU",2019,12,"Confirmed",111,"V","Cly/Slt",14,68,32,0,100,"percent_cover",20,2,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,72,0,56,41,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2722.64700868,47.810256958,18.5084,340.5559998,24.3108006,817142.255749061,4667062.11787998,0.2,0,1
1307,1306,421,3,"7/8/2019","CMU",2019,13,"Confirmed",120,"NV","Sand",12,2,98,0,100,"percent_cover",5,0,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,72,0,56,41,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2715.80783897,47.810256958,18.5084,340.5559998,24.3108006,817135.913536301,4667059.38476402,0.05,0,1
1308,1307,421,3,"7/8/2019","CMU",2019,14,"Confirmed",110,"V","Cly/Slt",20,60,40,0,100,"percent_cover",1,0,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,72,0,56,41,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2707.52049879,47.810256958,18.5084,340.5559998,24.3108006,817128.185074372,4667056.14425235,0.01,0,1
1309,1308,421,3,"7/8/2019","CMU",2019,15,"Confirmed",101,"NV","Cly/Slt",10,94.5,5.5,0,100,"percent_cover",1,0,0,0,0,0,0,0,"Round Island Wetland","Wayne","A. Kneisel","D. Mokris",1,0,72,0,56,41,"T1: Point 2 ans 3 had dogwood over quadrats. SAV continues out farther, but cut off submergent zone at 2m depth., T2: Submergent zone was cut off at 2m depth. At point 14, there was a solid object taking up 25% of the quadrat; unknown what it was., T3: A",204,2700.64936549,47.810256958,18.5084,340.5559998,24.3108006,817120.50229723,4667055.57652788,0.01,0,1
1370,1369,432,2,"7/11/2019","CMU",2019,6,"Confirmed",96,"V","Cly/Slt",10,0,100,0.5,95,"percent_cover",0,15,0,0,0,0,0,0,"Bouvier Bay Wetland","St. Clair","A. Kneisel","D. Mokris",1,0,174,0,90,46,"T1: Point 15 would not have been visible counting algae. At the starting point of the emergent zone there was frog bit and invasive phrag. There was a patch of invasive phrag in between points 8 and 9.  Elodea canadensis and E. nuttallii combined as E. c",18,1538.0905026,0,0,0,0,858008.338683642,4729898.10245102,0,0,0
1371,1370,432,2,"7/11/2019","CMU",2019,7,"Confirmed",110,"NV","Cly/Slt",6,0,100,1,100,"percent_cover",0,37,0,0,0,0,0,0,"Bouvier Bay Wetland","St. Clair","A. Kneisel","D. Mokris",1,0,174,0,90,46,"T1: Point 15 would not have been visible counting algae. At the starting point of the emergent zone there was frog bit and invasive phrag. There was a patch of invasive phrag in between points 8 and 9.  Elodea canadensis and E. nuttallii combined as E. c",18,1543.04350416,0,0,0,0,858006.176406715,4729914.47265304,0,0,0
1372,1371,432,2,"7/11/2019","CMU",2019,8,"Confirmed",102,"NV","Cly/Slt",10,0,100,2,95,"percent_cover",0,60,0,0,0,0,0,0,"Bouvier Bay Wetland","St. Clair","A. Kneisel","D. Mokris",1,0,174,0,90,46,"T1: Point 15 would not have been visible counting algae. At the starting point of the emergent zone there was frog bit and invasive phrag. There was a patch of invasive phrag in between points 8 and 9.  Elodea canadensis and E. nuttallii combined as E. c",18,1546.25605679,0,0,0,0,858002.793980194,4729928.99790517,0,0,0
1373,1372,432,2,"7/11/2019","CMU",2019,9,"Confirmed",117,"V","Cly/Slt",10,20,80,0.5,85,"percent_cover",0,32,0,0,0,0,0,0,"Bouvier Bay Wetland","St. Clair","A. Kneisel","D. Mokris",1,0,174,0,90,46,"T1: Point 15 would not have been visible counting algae. At the starting point of the emergent zone there was frog bit and invasive phrag. There was a patch of invasive phrag in between points 8 and 9.  Elodea canadensis and E. nuttallii combined as E. c",18,1548.68593191,0,0,0,0,857999.806933974,4729940.64811424,0,0,0
1383,1382,432,3,"7/12/2019","CMU",2019,6,"Confirmed",99,"V","Cly/Slt",11,0,100,2,90,"percent_cover",0,98,0,0,0,0,0,0,"Bouvier Bay Wetland","St. Clair","A. Kneisel","D. Mokris",1,0,354,0,156,10,"T1: Point 15 would not have been visible counting algae. At the starting point of the emergent zone there was frog bit and invasive phrag. There was a patch of invasive phrag in between points 8 and 9.  Elodea canadensis and E. nuttallii combined as E. c",18,3276.25341554,0,0,0,0,859462.519280164,4730872.76425798,0,0,0
1384,1383,432,3,"7/12/2019","CMU",2019,7,"Confirmed",106,"V","Cly/Slt",5,5,95,0.5,95,"percent_cover",0,25,0,0,0,0,0,0,"Bouvier Bay Wetland","St. Clair","A. Kneisel","D. Mokris",1,0,354,0,156,10,"T1: Point 15 would not have been visible counting algae. At the starting point of the emergent zone there was frog bit and invasive phrag. There was a patch of invasive phrag in between points 8 and 9.  Elodea canadensis and E. nuttallii combined as E. c",18,3274.20724025,0,0,0,0,859476.259646791,4730844.07688674,0,0,0
1385,1384,432,3,"7/12/2019","CMU",2019,8,"Confirmed",100,"V","Cly/Slt",6,40,60,3,100,"percent_cover",0,40,0,30,0,0,0,30,"Bouvier Bay Wetland","St. Clair","A. Kneisel","D. Mokris",1,0,354,0,156,10,"T1: Point 15 would not have been visible counting algae. At the starting point of the emergent zone there was frog bit and invasive phrag. There was a patch of invasive phrag in between points 8 and 9.  Elodea canadensis and E. nuttallii combined as E. c",18,3262.54192525,0,0,0,0,859476.287555131,4730819.80010718,0,0.3,0
1386,1385,432,3,"7/12/2019","CMU",2019,9,"Confirmed",91,"NV","Cly/Slt",4,2,98,2,95,"percent_cover",0,87,0,12,0,0,0,12,"Bouvier Bay Wetland","St. Clair","A. Kneisel","D. Mokris",1,0,354,0,156,10,"T1: Point 15 would not have been visible counting algae. At the starting point of the emergent zone there was frog bit and invasive phrag. There was a patch of invasive phrag in between points 8 and 9.  Elodea canadensis and E. nuttallii combined as E. c",18,3257.90461659,0,0,0,0,859485.034553188,4730793.86028178,0,0.12,0
1387,1386,432,3,"7/12/2019","CMU",2019,10,"Confirmed",104,"NV","Cly/Slt",6,5,95,0.5,100,"percent_cover",0,5,0,0,0,0,0,0,"Bouvier Bay Wetland","St. Clair","A. Kneisel","D. Mokris",1,0,354,0,156,10,"T1: Point 15 would not have been visible counting algae. At the starting point of the emergent zone there was frog bit and invasive phrag. There was a patch of invasive phrag in between points 8 and 9.  Elodea canadensis and E. nuttallii combined as E. c",18,3249.60773797,0,0,0,0,859489.336543337,4730768.0236484,0,0,0
1388,1387,432,3,"7/12/2019","CMU",2019,14,"Confirmed",106,"V","Cly/Slt",12,2,98,0,65,"percent_cover",0,3,0,0,0,0,0,0,"Bouvier Bay Wetland","St. Clair","A. Kneisel","D. Mokris",1,0,354,0,156,10,"T1: Point 15 would not have been visible counting algae. At the starting point of the emergent zone there was frog bit and invasive phrag. There was a patch of invasive phrag in between points 8 and 9.  Elodea canadensis and E. nuttallii combined as E. c",18,3233.55996153,0,0,0,0,859487.052165542,4730737.61287432,0,0,0
1506,1505,454,1,"6/20/2019","CMU",2019,8,"Confirmed",100,"NV","Pb/Cb/Bld",0,55,45,0,3,"percent_cover",0,45,0,0,0,0,0,0,"Burnt Cabin Point Wetland","Huron","A. Kneisel","D. Mokris",1,0,28,22,286,0,"T1: Phragmites present in bands parallel. Submergent zone too wavy to sample.  The plants look like upland meadow plants, probably indicating erosion of the original wet meadow. DAA 2-25-2020, T2: No wet meadow. Submergent zone done in opening between st",143,217.114737162,14172.4726563,3865.5600586,75710.6015625,25482.9003906,826958.476612284,4887355.9191683,0,0,0
1507,1506,454,1,"6/20/2019","CMU",2019,9,"Confirmed",111,"NV","Sand",0,60,40,0,2,"percent_cover",0,40,0,0,0,0,0,0,"Burnt Cabin Point Wetland","Huron","A. Kneisel","D. Mokris",1,0,28,22,286,0,"T1: Phragmites present in bands parallel. Submergent zone too wavy to sample.  The plants look like upland meadow plants, probably indicating erosion of the original wet meadow. DAA 2-25-2020, T2: No wet meadow. Submergent zone done in opening between st",143,243.86264054,14365.8310547,3900.0900879,76671.1015625,25688.4003906,826975.851754576,4887400.54312039,0,0,0
1508,1507,454,1,"6/20/2019","CMU",2019,10,"Confirmed",91,"NV","Pb/Cb/Bld",0,78,22,0.5,0.5,"percent_cover",0,22,0,0,0,0,0,0,"Burnt Cabin Point Wetland","Huron","A. Kneisel","D. Mokris",1,0,28,22,286,0,"T1: Phragmites present in bands parallel. Submergent zone too wavy to sample.  The plants look like upland meadow plants, probably indicating erosion of the original wet meadow. DAA 2-25-2020, T2: No wet meadow. Submergent zone done in opening between st",143,271.380193509,8861.05175781,2609.4899902,45298.1992188,16957.8007813,826985.632211689,4887449.35553439,0,0,0
1509,1508,454,2,"9/5/2019","CMU",2019,6,"Confirmed",102,"V","Pb/Cb/Bld",0,70,30,0.5,1,"percent_cover",0,28,0,0,0,0,0,0,"Burnt Cabin Point Wetland","Huron","A. Kneisel","D. Mokris",1,0,36,0,134,24,"T1: Phragmites present in bands parallel. Submergent zone too wavy to sample.  The plants look like upland meadow plants, probably indicating erosion of the original wet meadow. DAA 2-25-2020, T2: No wet meadow. Submergent zone done in opening between st",143,292.398136873,30026.0742188,7273.9399414,169047,51404.6015625,827021.476996212,4887236.78210129,0,0,0
1510,1509,454,2,"9/5/2019","CMU",2019,7,"Confirmed",101,"V","Pb/Cb/Bld",0,56,44,1,3,"percent_cover",0,42,0,0,0,0,0,0,"Burnt Cabin Point Wetland","Huron","A. Kneisel","D. Mokris",1,0,36,0,134,24,"T1: Phragmites present in bands parallel. Submergent zone too wavy to sample.  The plants look like upland meadow plants, probably indicating erosion of the original wet meadow. DAA 2-25-2020, T2: No wet meadow. Submergent zone done in opening between st",143,297.996750613,30026.0742188,7273.9399414,169047,51404.6015625,827032.66654256,4887255.59942606,0,0,0
